6 ,B+: bush,G+: gore,B+: plan,B+: medicare,B+: drug,G+: campaign,G+: health,B+: bushs,B+: gores,B+: tax
7 ,B+: bush,G+: texas,G+: george,G+: gov,G+: governor,G+: gore,B+: bushs,G+: health,G+: president,G+: republican
9 ,G+: gore,B+: bush,G+: president,B+: oil,G+: al,B+: vice,G+: lieberman,G+: campaign,G+: george,G+: clinton
11 ,B+: bush,G+: gore,B+: tax,B+: bushs,G+: campaign,G+: president,G+: people,G+: social,G+: security,B+: gores
