2 ,B+: bush,G+: gore,G+: president,G+: george,G+: campaign,G+: cheney,G+: al,B+: vice,G+: running,G+: republican
3 ,B+: bush,G+: gore,G+: al,B+: bushs,B+: own,G+: ms,B+: baseball,G+: book,B+: rangers,G+: bushwick
5 ,B+: bush,G+: gore,G+: president,B+: bushs,G+: campaign,G+: george,G+: texas,B+: vice,B+: gores,G+: clinton
